timestep,HydroDispatch2,HydroDispatch1_inflow,HydroDispatch3_inflow,SolarBusC,WindBusA,4_Demand,2_Demand,3_Demand
408,0.076,0.076,0.076,0.0,0.612,0.475,0.388,0.432
409,0.076,0.076,0.076,0.0,0.502,0.444,0.384,0.42
410,0.084,0.084,0.084,0.0,0.467,0.422,0.385,0.413
411,0.076,0.076,0.076,0.0,0.276,0.41,0.39,0.41
412,0.084,0.084,0.084,0.0,0.171,0.405,0.401,0.411
413,0.264,0.264,0.264,0.0,0.179,0.406,0.422,0.418
414,0.264,0.264,0.264,0.0,0.141,0.416,0.456,0.433
415,0.254,0.254,0.254,0.0,0.163,0.434,0.487,0.448
416,0.264,0.264,0.264,0.563,0.196,0.447,0.493,0.439
417,0.264,0.264,0.264,0.773,0.088,0.478,0.472,0.438
418,0.264,0.264,0.264,0.812,0.045,0.499,0.448,0.437
419,0.264,0.264,0.264,0.817,0.034,0.511,0.422,0.427
420,0.254,0.254,0.254,0.795,0.04,0.509,0.399,0.41
421,0.264,0.264,0.264,0.781,0.025,0.502,0.382,0.402
422,0.264,0.264,0.264,0.748,0.004,0.489,0.371,0.394
423,0.264,0.264,0.264,0.731,0.001,0.479,0.363,0.39
424,0.254,0.254,0.254,0.6,0.009,0.47,0.366,0.388
425,0.444,0.444,0.444,0.0,0.017,0.475,0.389,0.407
426,0.764,0.764,0.764,0.0,0.039,0.528,0.433,0.473
427,0.784,0.784,0.784,0.0,0.013,0.56,0.436,0.489
428,0.784,0.784,0.784,0.0,0.001,0.546,0.43,0.486
429,0.764,0.764,0.764,0.0,0.025,0.529,0.423,0.479
430,0.614,0.614,0.614,0.0,0.024,0.508,0.408,0.467
431,0.528,0.528,0.528,0.0,0.038,0.482,0.39,0.452
432,0.32,0.32,0.32,0.0,0.026,0.466,0.381,0.43
433,0.264,0.264,0.264,0.0,0.02,0.429,0.378,0.417
434,0.264,0.264,0.264,0.0,0.029,0.41,0.379,0.408
435,0.264,0.264,0.264,0.0,0.069,0.401,0.385,0.405
436,0.264,0.264,0.264,0.0,0.183,0.395,0.394,0.402
437,0.264,0.264,0.264,0.0,0.274,0.395,0.413,0.404
438,0.264,0.264,0.264,0.0,0.316,0.401,0.44,0.407
439,0.254,0.254,0.254,0.0,0.341,0.409,0.467,0.414
440,0.264,0.264,0.264,0.55,0.324,0.412,0.475,0.41
441,0.264,0.264,0.264,0.728,0.412,0.431,0.457,0.418
442,0.264,0.264,0.264,0.806,0.543,0.447,0.431,0.419
443,0.254,0.254,0.254,0.817,0.5,0.459,0.41,0.412
444,0.264,0.264,0.264,0.845,0.252,0.462,0.395,0.407
445,0.254,0.254,0.254,0.832,0.129,0.462,0.38,0.4
446,0.254,0.254,0.254,0.821,0.138,0.462,0.367,0.394
447,0.264,0.264,0.264,0.746,0.122,0.458,0.361,0.387
448,0.254,0.254,0.254,0.603,0.094,0.456,0.367,0.39
449,0.264,0.264,0.264,0.024,0.015,0.466,0.391,0.406
450,0.312,0.312,0.312,0.0,0.301,0.524,0.442,0.472
451,0.312,0.312,0.312,0.0,0.563,0.559,0.451,0.489
452,0.33,0.33,0.33,0.0,0.357,0.555,0.445,0.488
453,0.33,0.33,0.33,0.0,0.247,0.541,0.429,0.477
454,0.284,0.284,0.284,0.0,0.063,0.516,0.399,0.456
455,0.264,0.264,0.264,0.0,0.043,0.476,0.372,0.432
456,0.264,0.264,0.264,0.0,0.335,0.441,0.358,0.41
457,0.254,0.254,0.254,0.0,0.74,0.414,0.356,0.397
458,0.264,0.264,0.264,0.0,0.458,0.403,0.357,0.391
459,0.264,0.264,0.264,0.0,0.551,0.398,0.361,0.391
460,0.264,0.264,0.264,0.0,0.682,0.394,0.379,0.395
461,0.264,0.264,0.264,0.0,0.86,0.399,0.42,0.407
462,0.264,0.264,0.264,0.0,0.842,0.423,0.487,0.436
463,0.254,0.254,0.254,0.0,0.647,0.476,0.512,0.472
464,0.264,0.264,0.264,0.572,0.313,0.51,0.482,0.462
465,0.264,0.264,0.264,0.768,0.329,0.543,0.451,0.453
466,0.264,0.264,0.264,0.843,0.438,0.567,0.43,0.445
467,0.264,0.264,0.264,0.854,0.415,0.584,0.414,0.435
468,0.254,0.254,0.254,0.85,0.187,0.591,0.405,0.423
469,0.264,0.264,0.264,0.834,0.15,0.592,0.395,0.418
470,0.254,0.254,0.254,0.81,0.355,0.592,0.387,0.411
471,0.264,0.264,0.264,0.77,0.407,0.587,0.383,0.406
472,0.254,0.254,0.254,0.625,0.329,0.581,0.385,0.403
473,0.264,0.264,0.264,0.119,0.285,0.577,0.406,0.419
474,0.264,0.264,0.264,0.0,0.119,0.626,0.453,0.491
475,0.462,0.462,0.462,0.0,0.092,0.641,0.456,0.51
476,0.34,0.34,0.34,0.0,0.05,0.617,0.446,0.507
477,0.35,0.35,0.35,0.0,0.017,0.593,0.426,0.494
478,0.34,0.34,0.34,0.0,0.004,0.551,0.393,0.465
479,0.32,0.32,0.32,0.0,0.033,0.498,0.362,0.434
480,0.254,0.254,0.254,0.0,0.16,0.456,0.345,0.406
481,0.264,0.264,0.264,0.0,0.194,0.424,0.341,0.393
482,0.264,0.264,0.264,0.0,0.112,0.408,0.338,0.388
483,0.264,0.264,0.264,0.0,0.034,0.398,0.343,0.388
484,0.264,0.264,0.264,0.0,0.009,0.394,0.356,0.393
485,0.264,0.264,0.264,0.0,0.008,0.399,0.395,0.406
486,0.264,0.264,0.264,0.0,0.054,0.422,0.452,0.433
487,0.264,0.264,0.264,0.0,0.083,0.478,0.474,0.468
488,0.264,0.264,0.264,0.552,0.047,0.51,0.451,0.454
489,0.254,0.254,0.254,0.742,0.022,0.543,0.431,0.448
490,0.254,0.254,0.254,0.804,0.005,0.568,0.416,0.442
491,0.254,0.254,0.254,0.801,0.007,0.591,0.404,0.427
492,0.254,0.254,0.254,0.841,0.004,0.606,0.398,0.42
493,0.254,0.254,0.254,0.826,0.003,0.611,0.392,0.413
494,0.254,0.254,0.254,0.804,0.003,0.612,0.394,0.408
495,0.254,0.254,0.254,0.764,0.001,0.611,0.386,0.407
496,0.254,0.254,0.254,0.62,0.001,0.598,0.386,0.406
497,0.264,0.264,0.264,0.124,0.002,0.586,0.402,0.417
498,0.264,0.264,0.264,0.0,0.117,0.636,0.447,0.485
499,0.5,0.5,0.5,0.0,0.109,0.654,0.445,0.507
500,0.518,0.518,0.518,0.0,0.081,0.628,0.434,0.502
501,0.51,0.51,0.51,0.0,0.05,0.581,0.418,0.49
502,0.51,0.51,0.51,0.0,0.019,0.541,0.382,0.466
503,0.254,0.254,0.254,0.0,0.002,0.493,0.349,0.433
504,0.264,0.264,0.264,0.0,0.001,0.446,0.333,0.409
505,0.264,0.264,0.264,0.0,0.0,0.419,0.328,0.395
506,0.264,0.264,0.264,0.0,0.0,0.405,0.327,0.388
507,0.254,0.254,0.254,0.0,0.0,0.399,0.33,0.386
508,0.264,0.264,0.264,0.0,0.001,0.394,0.344,0.388
509,0.264,0.264,0.264,0.0,0.001,0.397,0.379,0.399
510,0.254,0.254,0.254,0.0,0.006,0.421,0.442,0.426
511,0.264,0.264,0.264,0.0,0.022,0.473,0.48,0.461
512,0.264,0.264,0.264,0.574,0.04,0.517,0.458,0.449
513,0.264,0.264,0.264,0.755,0.063,0.538,0.428,0.438
514,0.254,0.254,0.254,0.775,0.045,0.562,0.412,0.431
515,0.264,0.264,0.264,0.751,0.024,0.579,0.401,0.419
516,0.264,0.264,0.264,0.781,0.007,0.588,0.398,0.412
517,0.254,0.254,0.254,0.742,0.0,0.586,0.393,0.407
518,0.264,0.264,0.264,0.764,0.0,0.584,0.39,0.402
519,0.264,0.264,0.264,0.751,0.0,0.579,0.387,0.398
520,0.264,0.264,0.264,0.618,0.001,0.568,0.39,0.397
521,0.254,0.254,0.254,0.13,0.005,0.566,0.408,0.414
522,0.32,0.32,0.32,0.0,0.014,0.62,0.455,0.471
523,0.33,0.33,0.33,0.0,0.116,0.639,0.458,0.487
524,0.33,0.33,0.33,0.0,0.348,0.622,0.45,0.482
525,0.34,0.34,0.34,0.0,0.171,0.589,0.435,0.471
526,0.33,0.33,0.33,0.0,0.426,0.548,0.398,0.449
527,0.284,0.284,0.284,0.0,0.924,0.499,0.369,0.417
528,0.264,0.264,0.264,0.0,0.939,0.456,0.355,0.397
529,0.254,0.254,0.254,0.0,0.704,0.426,0.351,0.386
530,0.264,0.264,0.264,0.0,0.931,0.412,0.354,0.383
531,0.264,0.264,0.264,0.0,0.973,0.406,0.361,0.382
532,0.254,0.254,0.254,0.0,0.971,0.4,0.38,0.384
533,0.264,0.264,0.264,0.0,0.949,0.404,0.426,0.394
534,0.264,0.264,0.264,0.0,0.975,0.424,0.493,0.419
535,0.34,0.34,0.34,0.0,0.995,0.478,0.519,0.454
536,0.33,0.33,0.33,0.572,0.997,0.515,0.491,0.439
537,0.34,0.34,0.34,0.757,0.987,0.548,0.453,0.437
538,0.34,0.34,0.34,0.819,0.96,0.573,0.428,0.431
539,0.33,0.33,0.33,0.815,0.724,0.586,0.408,0.42
540,0.33,0.33,0.33,0.821,0.726,0.594,0.397,0.414
541,0.264,0.264,0.264,0.826,0.947,0.602,0.389,0.408
542,0.264,0.264,0.264,0.795,0.971,0.59,0.38,0.403
543,0.254,0.254,0.254,0.757,0.923,0.582,0.38,0.398
544,0.264,0.264,0.264,0.629,0.943,0.572,0.384,0.397
545,0.254,0.254,0.254,0.135,0.808,0.568,0.406,0.409
546,0.312,0.312,0.312,0.0,0.449,0.613,0.454,0.474
547,0.33,0.33,0.33,0.0,0.803,0.637,0.459,0.493
548,0.396,0.396,0.396,0.0,0.805,0.622,0.452,0.49
549,0.406,0.406,0.406,0.0,0.975,0.593,0.438,0.48
550,0.264,0.264,0.264,0.0,0.931,0.552,0.403,0.454
551,0.17,0.17,0.17,0.0,0.94,0.506,0.371,0.427
552,0.254,0.254,0.254,0.0,0.898,0.458,0.361,0.4
553,0.254,0.254,0.254,0.0,0.986,0.43,0.357,0.386
554,0.264,0.264,0.264,0.0,0.896,0.413,0.36,0.38
555,0.254,0.254,0.254,0.0,0.853,0.408,0.367,0.376
556,0.264,0.264,0.264,0.0,0.821,0.404,0.387,0.377
557,0.254,0.254,0.254,0.0,0.795,0.406,0.429,0.382
558,0.264,0.264,0.264,0.0,0.913,0.429,0.493,0.402
559,0.254,0.254,0.254,0.0,0.931,0.485,0.519,0.434
560,0.264,0.264,0.264,0.589,0.968,0.516,0.492,0.424
561,0.254,0.254,0.254,0.773,0.968,0.548,0.454,0.419
562,0.254,0.254,0.254,0.839,0.978,0.57,0.435,0.419
563,0.284,0.284,0.284,0.854,0.985,0.584,0.415,0.415
564,0.254,0.254,0.254,0.85,0.986,0.588,0.401,0.409
565,0.264,0.264,0.264,0.839,0.989,0.584,0.39,0.407
566,0.254,0.254,0.254,0.812,0.992,0.581,0.383,0.4
567,0.254,0.254,0.254,0.757,0.989,0.573,0.38,0.398
568,0.264,0.264,0.264,0.638,0.98,0.563,0.381,0.394
569,0.254,0.254,0.254,0.188,0.955,0.561,0.398,0.404
570,0.51,0.51,0.51,0.0,0.894,0.607,0.438,0.461
571,0.518,0.518,0.518,0.0,0.984,0.621,0.441,0.476
572,0.51,0.51,0.51,0.0,0.984,0.598,0.434,0.472
573,0.35,0.35,0.35,0.0,0.982,0.576,0.427,0.461
574,0.274,0.274,0.274,0.0,0.854,0.544,0.403,0.448
575,0.246,0.246,0.246,0.0,0.818,0.503,0.38,0.43
576,0.246,0.246,0.246,0.0,0.935,0.461,0.368,0.407
577,0.254,0.254,0.254,0.0,0.831,0.432,0.363,0.394
578,0.254,0.254,0.254,0.0,0.782,0.414,0.365,0.389
579,0.076,0.076,0.076,0.0,0.739,0.403,0.368,0.386
580,0.076,0.076,0.076,0.0,0.427,0.401,0.378,0.385
581,0.084,0.084,0.084,0.0,0.646,0.401,0.4,0.388
582,0.076,0.076,0.076,0.0,0.73,0.409,0.43,0.398
583,0.104,0.104,0.104,0.0,0.742,0.426,0.459,0.407
584,0.254,0.254,0.254,0.574,0.79,0.438,0.463,0.4
585,0.264,0.264,0.264,0.757,0.953,0.469,0.451,0.406
586,0.254,0.254,0.254,0.81,0.991,0.492,0.431,0.412
587,0.264,0.264,0.264,0.799,0.986,0.506,0.412,0.406
588,0.254,0.254,0.254,0.795,0.995,0.508,0.393,0.403
589,0.254,0.254,0.254,0.786,0.989,0.501,0.379,0.398
590,0.264,0.264,0.264,0.786,0.993,0.489,0.368,0.392
591,0.254,0.254,0.254,0.77,0.995,0.48,0.362,0.388
592,0.264,0.264,0.264,0.625,0.992,0.47,0.366,0.389
593,0.254,0.254,0.254,0.194,0.983,0.471,0.386,0.404
594,0.472,0.472,0.472,0.0,0.83,0.518,0.426,0.465
595,0.518,0.518,0.518,0.0,0.72,0.554,0.429,0.477
596,0.518,0.518,0.518,0.0,0.934,0.546,0.423,0.472
597,0.246,0.246,0.246,0.0,0.904,0.53,0.414,0.462
598,0.084,0.084,0.084,0.0,0.99,0.508,0.395,0.448
599,0.076,0.076,0.076,0.0,0.989,0.479,0.374,0.436
600,0.076,0.076,0.076,0.0,0.991,0.449,0.363,0.415
601,0.084,0.084,0.084,0.0,0.983,0.424,0.357,0.402
602,0.084,0.084,0.084,0.0,0.989,0.405,0.357,0.394
603,0.264,0.264,0.264,0.0,0.991,0.397,0.358,0.391
604,0.254,0.254,0.254,0.0,0.987,0.393,0.367,0.391
605,0.264,0.264,0.264,0.0,0.987,0.391,0.381,0.393
606,0.254,0.254,0.254,0.0,0.972,0.397,0.406,0.402
607,0.264,0.264,0.264,0.0,0.985,0.404,0.429,0.409
608,0.254,0.254,0.254,0.581,0.945,0.406,0.435,0.402
609,0.254,0.254,0.254,0.753,0.934,0.426,0.422,0.404
610,0.264,0.264,0.264,0.808,0.974,0.442,0.406,0.406
611,0.254,0.254,0.254,0.795,0.86,0.453,0.389,0.398
612,0.254,0.254,0.254,0.786,0.966,0.456,0.377,0.393
613,0.264,0.264,0.264,0.788,0.895,0.456,0.365,0.388
614,0.254,0.254,0.254,0.779,0.802,0.454,0.359,0.383
615,0.254,0.254,0.254,0.764,0.79,0.453,0.356,0.38
616,0.264,0.264,0.264,0.6,0.783,0.453,0.358,0.381
617,0.34,0.34,0.34,0.21,0.608,0.468,0.379,0.391
618,0.51,0.51,0.51,0.0,0.322,0.512,0.443,0.445
619,0.528,0.528,0.528,0.0,0.381,0.549,0.438,0.467
620,0.518,0.518,0.518,0.0,0.236,0.545,0.429,0.465
621,0.51,0.51,0.51,0.0,0.545,0.536,0.415,0.456
622,0.518,0.518,0.518,0.0,0.706,0.513,0.386,0.439
623,0.444,0.444,0.444,0.0,0.874,0.476,0.356,0.416
624,0.208,0.208,0.208,0.0,0.95,0.438,0.345,0.399
625,0.264,0.264,0.264,0.0,0.999,0.415,0.343,0.387
626,0.254,0.254,0.254,0.0,0.999,0.402,0.344,0.382
627,0.254,0.254,0.254,0.0,0.988,0.398,0.352,0.381
628,0.246,0.246,0.246,0.0,0.972,0.396,0.37,0.382
629,0.254,0.254,0.254,0.0,0.852,0.399,0.414,0.392
630,0.254,0.254,0.254,0.0,0.762,0.424,0.482,0.42
631,0.254,0.254,0.254,0.0,0.953,0.482,0.506,0.456
632,0.264,0.264,0.264,0.576,0.999,0.517,0.477,0.443
633,0.254,0.254,0.254,0.748,1.0,0.55,0.444,0.436
634,0.254,0.254,0.254,0.779,1.0,0.573,0.423,0.43
635,0.264,0.264,0.264,0.79,1.0,0.59,0.407,0.421
636,0.254,0.254,0.254,0.797,1.0,0.598,0.4,0.412
637,0.264,0.264,0.264,0.792,1.0,0.602,0.389,0.409
638,0.264,0.264,0.264,0.775,0.996,0.597,0.384,0.407
639,0.33,0.33,0.33,0.726,0.999,0.591,0.383,0.404
640,0.518,0.518,0.518,0.631,0.987,0.579,0.382,0.402
641,0.51,0.51,0.51,0.196,0.96,0.579,0.398,0.411
642,0.518,0.518,0.518,0.0,0.202,0.618,0.442,0.471
643,0.518,0.518,0.518,0.0,0.459,0.641,0.447,0.492
644,0.518,0.518,0.518,0.0,0.872,0.626,0.436,0.486
645,0.518,0.518,0.518,0.0,0.896,0.6,0.419,0.471
646,0.518,0.518,0.518,0.0,0.832,0.557,0.384,0.447
647,0.434,0.434,0.434,0.0,0.962,0.506,0.352,0.417
648,0.274,0.274,0.274,0.0,0.989,0.463,0.339,0.39
649,0.264,0.264,0.264,0.0,0.987,0.423,0.335,0.378
650,0.264,0.264,0.264,0.0,0.984,0.406,0.333,0.373
651,0.264,0.264,0.264,0.0,0.993,0.399,0.341,0.371
652,0.264,0.264,0.264,0.0,0.99,0.394,0.358,0.372
653,0.264,0.264,0.264,0.0,0.987,0.397,0.4,0.38
654,0.264,0.264,0.264,0.0,0.929,0.419,0.463,0.4
655,0.264,0.264,0.264,0.0,0.911,0.472,0.485,0.425
656,0.264,0.264,0.264,0.585,0.814,0.502,0.454,0.416
657,0.254,0.254,0.254,0.753,0.8,0.53,0.426,0.414
658,0.246,0.246,0.246,0.781,0.819,0.553,0.41,0.417
659,0.254,0.254,0.254,0.766,0.611,0.571,0.401,0.412
660,0.254,0.254,0.254,0.777,0.358,0.578,0.392,0.409
661,0.246,0.246,0.246,0.784,0.421,0.576,0.386,0.409
662,0.34,0.34,0.34,0.777,0.785,0.577,0.38,0.403
663,0.51,0.51,0.51,0.748,0.58,0.573,0.38,0.387
664,0.51,0.51,0.51,0.461,0.453,0.565,0.382,0.384
665,0.518,0.518,0.518,0.203,0.755,0.561,0.396,0.393
666,0.518,0.518,0.518,0.0,0.672,0.603,0.44,0.442
667,0.518,0.518,0.518,0.0,0.62,0.621,0.446,0.463
668,0.51,0.51,0.51,0.0,0.508,0.604,0.439,0.457
669,0.518,0.518,0.518,0.0,0.875,0.579,0.42,0.446
670,0.424,0.424,0.424,0.0,0.819,0.538,0.388,0.425
671,0.264,0.264,0.264,0.0,0.884,0.491,0.358,0.399
672,0.246,0.246,0.246,0.0,0.955,0.449,0.346,0.378
673,0.246,0.246,0.246,0.0,0.99,0.429,0.343,0.368
674,0.254,0.254,0.254,0.0,0.985,0.414,0.344,0.364
675,0.254,0.254,0.254,0.0,0.99,0.404,0.349,0.362
676,0.264,0.264,0.264,0.0,0.994,0.402,0.365,0.362
677,0.254,0.254,0.254,0.0,0.994,0.404,0.408,0.368
678,0.254,0.254,0.254,0.0,0.993,0.427,0.467,0.385
679,0.254,0.254,0.254,0.0,0.994,0.484,0.486,0.4
680,0.264,0.264,0.264,0.605,0.992,0.519,0.465,0.407
681,0.254,0.254,0.254,0.806,0.989,0.551,0.438,0.403
682,0.254,0.254,0.254,0.845,0.991,0.57,0.421,0.409
683,0.264,0.264,0.264,0.854,0.989,0.588,0.406,0.41
684,0.49,0.49,0.49,0.857,0.989,0.593,0.394,0.409
685,0.5,0.5,0.5,0.841,0.986,0.593,0.389,0.406
686,0.51,0.51,0.51,0.815,0.99,0.597,0.384,0.404
687,0.518,0.518,0.518,0.742,0.993,0.59,0.382,0.405
688,0.51,0.51,0.51,0.651,0.982,0.581,0.383,0.402
689,0.518,0.518,0.518,0.196,0.955,0.573,0.394,0.409
690,0.246,0.246,0.246,0.0,0.853,0.61,0.437,0.46
691,0.254,0.254,0.254,0.0,0.738,0.637,0.442,0.48
692,0.254,0.254,0.254,0.0,0.744,0.617,0.437,0.476
693,0.254,0.254,0.254,0.0,0.741,0.593,0.421,0.461
694,0.254,0.254,0.254,0.0,0.935,0.551,0.389,0.44
695,0.084,0.084,0.084,0.0,0.919,0.5,0.358,0.414
696,0.076,0.076,0.076,0.0,0.742,0.459,0.347,0.389
697,0.076,0.076,0.076,0.0,0.893,0.426,0.343,0.376
698,0.084,0.084,0.084,0.0,0.966,0.41,0.345,0.372
699,0.076,0.076,0.076,0.0,0.963,0.402,0.349,0.371
700,0.076,0.076,0.076,0.0,0.949,0.399,0.368,0.372
701,0.084,0.084,0.084,0.0,0.936,0.401,0.408,0.379
702,0.264,0.264,0.264,0.0,0.87,0.424,0.471,0.4
703,0.254,0.254,0.254,0.0,0.731,0.478,0.488,0.428
704,0.264,0.264,0.264,0.605,0.738,0.519,0.461,0.42
705,0.254,0.254,0.254,0.801,0.958,0.547,0.429,0.419
706,0.264,0.264,0.264,0.861,0.976,0.57,0.411,0.415
707,0.254,0.254,0.254,0.874,0.875,0.587,0.398,0.412
708,0.264,0.264,0.264,0.865,0.921,0.595,0.39,0.407
709,0.254,0.254,0.254,0.868,0.913,0.596,0.387,0.407
710,0.264,0.264,0.264,0.837,0.815,0.597,0.383,0.406
711,0.264,0.264,0.264,0.784,0.624,0.595,0.38,0.404
712,0.49,0.49,0.49,0.66,0.36,0.584,0.382,0.403
713,0.358,0.358,0.358,0.216,0.227,0.576,0.395,0.41
714,0.066,0.066,0.066,0.0,0.745,0.622,0.436,0.462
715,0.076,0.076,0.076,0.0,0.811,0.651,0.442,0.479
716,0.066,0.066,0.066,0.0,0.652,0.634,0.433,0.473
717,0.084,0.084,0.084,0.0,0.788,0.59,0.417,0.461
718,0.084,0.084,0.084,0.0,0.943,0.549,0.385,0.435
719,0.084,0.084,0.084,0.0,0.96,0.501,0.352,0.408
720,0.084,0.084,0.084,0.0,0.984,0.453,0.338,0.388
721,0.094,0.094,0.094,0.0,0.976,0.424,0.332,0.375
722,0.084,0.084,0.084,0.0,0.862,0.408,0.331,0.369
723,0.094,0.094,0.094,0.0,0.969,0.402,0.333,0.367
724,0.084,0.084,0.084,0.0,0.582,0.398,0.353,0.367
725,0.084,0.084,0.084,0.0,0.347,0.399,0.386,0.373
726,0.094,0.094,0.094,0.0,0.269,0.421,0.445,0.391
727,0.084,0.084,0.084,0.0,0.38,0.473,0.47,0.415
728,0.084,0.084,0.084,0.623,0.542,0.505,0.447,0.408
729,0.094,0.094,0.094,0.759,0.373,0.543,0.422,0.41
730,0.084,0.084,0.084,0.788,0.104,0.569,0.409,0.412
731,0.084,0.084,0.084,0.799,0.121,0.596,0.397,0.411
732,0.056,0.056,0.056,0.79,0.133,0.605,0.39,0.41
733,0.056,0.056,0.056,0.788,0.04,0.61,0.388,0.406
734,0.066,0.066,0.066,0.83,0.003,0.616,0.383,0.405
735,0.056,0.056,0.056,0.832,0.0,0.614,0.382,0.402
736,0.056,0.056,0.056,0.673,0.013,0.603,0.382,0.4
737,0.056,0.056,0.056,0.256,0.169,0.591,0.389,0.402
738,0.066,0.066,0.066,0.0,0.148,0.616,0.421,0.447
739,0.056,0.056,0.056,0.0,0.278,0.63,0.424,0.467
740,0.056,0.056,0.056,0.0,0.579,0.606,0.415,0.458
741,0.066,0.066,0.066,0.0,0.813,0.567,0.401,0.447
742,0.056,0.056,0.056,0.0,0.898,0.532,0.378,0.433
743,0.056,0.056,0.056,0.0,0.829,0.49,0.35,0.415
744,0.056,0.056,0.056,0.0,0.951,0.452,0.337,0.395
745,0.056,0.056,0.056,0.0,0.946,0.423,0.334,0.364
746,0.056,0.056,0.056,0.0,0.857,0.402,0.332,0.358
747,0.056,0.056,0.056,0.0,0.872,0.39,0.333,0.355
748,0.056,0.056,0.056,0.0,0.91,0.383,0.339,0.355
749,0.056,0.056,0.056,0.0,0.871,0.379,0.355,0.358
750,0.066,0.066,0.066,0.0,0.968,0.39,0.379,0.367
751,0.056,0.056,0.056,0.0,0.986,0.411,0.402,0.372
752,0.056,0.056,0.056,0.611,0.978,0.425,0.412,0.367
753,0.066,0.066,0.066,0.759,0.989,0.461,0.405,0.375
754,0.056,0.056,0.056,0.845,0.999,0.489,0.397,0.381
755,0.056,0.056,0.056,0.854,0.997,0.506,0.385,0.377
756,0.066,0.066,0.066,0.863,0.991,0.512,0.376,0.375
757,0.056,0.056,0.056,0.85,0.607,0.509,0.37,0.371
758,0.056,0.056,0.056,0.828,0.993,0.501,0.366,0.369
759,0.066,0.066,0.066,0.777,0.995,0.492,0.363,0.366
760,0.066,0.066,0.066,0.687,0.997,0.484,0.366,0.365
761,0.066,0.066,0.066,0.276,0.996,0.485,0.376,0.374
762,0.066,0.066,0.066,0.0,0.998,0.525,0.41,0.428
763,0.084,0.084,0.084,0.0,0.959,0.556,0.411,0.443
764,0.066,0.066,0.066,0.0,0.773,0.546,0.399,0.437
765,0.076,0.076,0.076,0.0,0.423,0.527,0.384,0.426
766,0.076,0.076,0.076,0.0,0.509,0.507,0.363,0.41
767,0.084,0.084,0.084,0.0,0.654,0.476,0.343,0.395
768,0.076,0.076,0.076,0.0,0.579,0.444,0.331,0.376
769,0.076,0.076,0.076,0.0,0.796,0.417,0.324,0.361
770,0.076,0.076,0.076,0.0,0.993,0.4,0.32,0.352
771,0.076,0.076,0.076,0.0,0.997,0.389,0.321,0.349
772,0.076,0.076,0.076,0.0,0.989,0.382,0.322,0.348
773,0.076,0.076,0.076,0.0,0.997,0.382,0.329,0.348
774,0.084,0.084,0.084,0.0,0.974,0.386,0.344,0.355
775,0.076,0.076,0.076,0.0,0.95,0.391,0.359,0.358
776,0.254,0.254,0.254,0.611,0.954,0.394,0.375,0.353
777,0.264,0.264,0.264,0.795,1.0,0.418,0.387,0.36
778,0.254,0.254,0.254,0.806,0.998,0.44,0.389,0.368
779,0.264,0.264,0.264,0.779,0.853,0.461,0.383,0.369
780,0.254,0.254,0.254,0.821,0.644,0.472,0.377,0.37
781,0.264,0.264,0.264,0.819,0.598,0.481,0.37,0.369
782,0.254,0.254,0.254,0.801,0.446,0.485,0.365,0.367
783,0.264,0.264,0.264,0.762,0.352,0.486,0.359,0.363
784,0.254,0.254,0.254,0.667,0.276,0.482,0.356,0.36
785,0.264,0.264,0.264,0.3,0.245,0.478,0.361,0.362
786,0.254,0.254,0.254,0.0,0.113,0.512,0.395,0.403
787,0.264,0.264,0.264,0.0,0.221,0.55,0.404,0.422
788,0.254,0.254,0.254,0.0,0.134,0.546,0.406,0.428
789,0.264,0.264,0.264,0.0,0.076,0.529,0.396,0.428
790,0.084,0.084,0.084,0.0,0.042,0.503,0.367,0.409
791,0.084,0.084,0.084,0.0,0.007,0.464,0.341,0.39
792,0.076,0.076,0.076,0.0,0.001,0.428,0.331,0.37
793,0.076,0.076,0.076,0.0,0.0,0.401,0.329,0.36
794,0.132,0.132,0.132,0.0,0.0,0.387,0.328,0.355
795,0.254,0.254,0.254,0.0,0.0,0.378,0.331,0.355
796,0.264,0.264,0.264,0.0,0.003,0.376,0.344,0.358
797,0.254,0.254,0.254,0.0,0.052,0.38,0.378,0.368
798,0.254,0.254,0.254,0.0,0.119,0.409,0.445,0.395
799,0.264,0.264,0.264,0.0,0.175,0.467,0.472,0.429
800,0.264,0.264,0.264,0.594,0.156,0.505,0.444,0.419
801,0.264,0.264,0.264,0.795,0.101,0.539,0.42,0.414
802,0.264,0.264,0.264,0.845,0.113,0.568,0.408,0.406
803,0.254,0.254,0.254,0.87,0.189,0.589,0.397,0.402
804,0.264,0.264,0.264,0.857,0.164,0.599,0.39,0.396
805,0.264,0.264,0.264,0.841,0.071,0.605,0.384,0.391
806,0.254,0.254,0.254,0.815,0.029,0.613,0.382,0.388
807,0.284,0.284,0.284,0.731,0.015,0.616,0.379,0.383
808,0.51,0.51,0.51,0.675,0.009,0.606,0.381,0.379
809,0.518,0.518,0.518,0.307,0.009,0.598,0.394,0.389
810,0.51,0.51,0.51,0.0,0.011,0.624,0.437,0.453
811,0.518,0.518,0.518,0.0,0.012,0.639,0.445,0.482
812,0.51,0.51,0.51,0.0,0.006,0.615,0.434,0.48
813,0.518,0.518,0.518,0.0,0.0,0.585,0.417,0.469
814,0.274,0.274,0.274,0.0,0.0,0.546,0.383,0.441
815,0.094,0.094,0.094,0.0,0.001,0.498,0.352,0.409
816,0.076,0.076,0.076,0.0,0.014,0.451,0.339,0.384
