timestep,Hydro 01_inflow,Hydro 02_inflow,Hydro 03_inflow,Hydro 04_inflow,Hydro 05_inflow,Hydro 06_inflow,Hydro 07_inflow,Hydro 08_inflow,Hydro 09_inflow,Hydro 10_inflow,Hydro 11_inflow,Hydro 12_inflow,Hydro 13_inflow,Hydro 14_inflow,Hydro 15_inflow,Hydro 16,Hydro 17,Hydro 18,Hydro 19,Hydro 20,Hydro 21,Hydro 22,Hydro 23,Hydro 24,Hydro 25,Hydro 26,Hydro 27,Hydro 28,Hydro 29,Hydro 30,Hydro 31,Hydro 32,Hydro 33,Hydro 34,Hydro 35,Hydro 36,Hydro 37,Hydro 38,Hydro 39,Hydro 40,Hydro 41,Hydro 42,Hydro 43,Solar 01,Solar 02,Solar 03,Solar 04,Solar 05,Solar 06,Solar 07,Solar 08,Solar 09,Solar 10,Solar 11,Solar 12,Solar 13,Solar 14,Solar 15,Solar 16,Solar 17,Solar 18,Solar 19,Solar 20,Solar 21,Solar 22,Solar 23,Solar 24,Solar 25,Solar 26,Solar 27,Solar 28,Solar 29,Solar 30,Solar 31,Solar 32,Solar 33,Solar 34,Solar 35,Solar 36,Solar 37,Solar 38,Solar 39,Solar 40,Solar 41,Solar 42,Solar 43,Solar 44,Solar 45,Solar 46,Solar 47,Solar 48,Solar 49,Solar 50,Solar 51,Solar 52,Solar 53,Solar 54,Solar 55,Solar 56,Solar 57,Solar 58,Solar 59,Solar 60,Solar 61,Solar 62,Solar 63,Solar 64,Solar 65,Solar 66,Solar 67,Solar 68,Solar 69,Solar 70,Solar 71,Solar 72,Solar 73,Solar 74,Solar 75,Wind 01,Wind 02,Wind 03,Wind 04,Wind 05,Wind 06,Wind 07,Wind 08,Wind 09,Wind 10,Wind 11,Wind 12,Wind 13,Wind 14,Wind 15,Wind 16,Wind 17,bus070_Demand,bus031_Demand,bus048_Demand,bus055_Demand,bus004_Demand,bus104_Demand,bus043_Demand,bus074_Demand,bus017_Demand,bus076_Demand,bus040_Demand,bus064_Demand,bus114_Demand,bus032_Demand,bus054_Demand,bus021_Demand,bus116_Demand,bus091_Demand,bus096_Demand,bus037_Demand,bus016_Demand,bus112_Demand,bus012_Demand,bus022_Demand,bus045_Demand,bus067_Demand,bus009_Demand,bus058_Demand,bus003_Demand,bus051_Demand,bus056_Demand,bus099_Demand,bus100_Demand,bus105_Demand,bus109_Demand,bus110_Demand,bus019_Demand,bus039_Demand,bus084_Demand,bus081_Demand,bus036_Demand,bus089_Demand,bus063_Demand,bus098_Demand,bus046_Demand,bus006_Demand,bus052_Demand,bus065_Demand,bus010_Demand,bus028_Demand,bus073_Demand,bus034_Demand,bus115_Demand,bus068_Demand,bus020_Demand,bus044_Demand,bus072_Demand,bus086_Demand,bus033_Demand,bus079_Demand,bus062_Demand,bus087_Demand,bus001_Demand,bus029_Demand,bus101_Demand,bus102_Demand,bus090_Demand,bus053_Demand,bus013_Demand,bus083_Demand,bus097_Demand,bus041_Demand,bus005_Demand,bus078_Demand,bus093_Demand,bus038_Demand,bus002_Demand,bus103_Demand,bus049_Demand,bus082_Demand,bus094_Demand,bus117_Demand,bus018_Demand,bus023_Demand,bus080_Demand,bus092_Demand,bus015_Demand,bus057_Demand,bus011_Demand,bus108_Demand,bus085_Demand,bus008_Demand,bus075_Demand,bus077_Demand,bus042_Demand,bus024_Demand,bus025_Demand,bus030_Demand,bus088_Demand,bus106_Demand,bus014_Demand,bus047_Demand,bus095_Demand,bus111_Demand,bus061_Demand,bus118_Demand,bus066_Demand,bus069_Demand,bus113_Demand,bus027_Demand,bus071_Demand,bus035_Demand,bus060_Demand,bus007_Demand,bus026_Demand,bus107_Demand,bus050_Demand,bus059_Demand
1386,0.582,0.582,0.558,0.558,0.046,0.185,0.185,0.185,0.185,0.185,0.092,0.092,0.754,0.388,0.388,0.159,0.159,0.159,0.047,0.077,0.077,0.077,0.0,0.0,0.022,0.022,0.022,0.0,0.0,0.159,0.159,0.159,0.03,0.03,0.159,0.05,0.05,0.053,0.053,0.04,0.039,0.039,0.074,0.122,0.06,0.108,0.112,0.11,0.069,0.113,0.112,0.112,0.108,0.112,0.111,0.114,0.112,0.112,0.065,0.112,0.112,0.112,0.108,0.112,0.087,0.113,0.112,0.112,0.112,0.066,0.087,0.087,0.093,0.114,0.037,0.036,0.053,0.074,0.054,0.065,0.076,0.054,0.054,0.054,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.049,0.053,0.056,0.053,0.056,0.053,0.058,0.058,0.053,0.053,0.053,0.056,0.059,0.152,0.084,0.112,0.069,0.102,0.084,0.039,0.058,0.062,0.176,0.01,0.136,0.162,0.134,0.084,0.1,0.289,0.178,0.329,0.071,0.086,0.374,0.344,0.355,0.088,0.087,0.074,0.136,0.041,0.232,0.03,0.486,0.782,0.486,0.486,0.782,0.633,0.486,0.486,0.782,0.486,0.782,0.486,0.633,0.782,0.486,0.782,0.633,0.633,0.633,0.782,0.782,0.633,0.782,0.782,0.486,0.486,0.782,0.486,0.782,0.486,0.486,0.633,0.633,0.633,0.633,0.633,0.782,0.782,0.486,0.486,0.782,0.486,0.486,0.633,0.486,0.782,0.486,0.486,0.782,0.782,0.486,0.782,0.633,0.486,0.782,0.486,0.486,0.486,0.782,0.486,0.486,0.486,0.782,0.782,0.633,0.633,0.486,0.486,0.782,0.486,0.633,0.782,0.782,0.486,0.633,0.782,0.782,0.633,0.486,0.486,0.633,0.633,0.782,0.782,0.486,0.633,0.782,0.486,0.782,0.633,0.486,0.782,0.486,0.486,0.782,0.782,0.782,0.782,0.486,0.633,0.782,0.486,0.633,0.633,0.486,0.633,0.486,0.486,0.633,0.782,0.486,0.782,0.486,0.782,0.782,0.633,0.486,0.486
1387,0.582,0.582,0.558,0.558,0.046,0.185,0.185,0.185,0.185,0.185,0.092,0.092,0.754,0.388,0.388,0.155,0.155,0.155,0.045,0.066,0.066,0.066,0.0,0.0,0.021,0.021,0.021,0.0,0.0,0.155,0.155,0.155,0.028,0.028,0.155,0.05,0.05,0.053,0.053,0.052,0.04,0.04,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.099,0.329,0.223,0.343,0.073,0.088,0.397,0.366,0.379,0.088,0.088,0.077,0.114,0.031,0.197,0.013,0.485,0.826,0.485,0.485,0.826,0.635,0.485,0.485,0.826,0.485,0.826,0.485,0.635,0.826,0.485,0.826,0.635,0.635,0.635,0.826,0.826,0.635,0.826,0.826,0.485,0.485,0.826,0.485,0.826,0.485,0.485,0.635,0.635,0.635,0.635,0.635,0.826,0.826,0.485,0.485,0.826,0.485,0.485,0.635,0.485,0.826,0.485,0.485,0.826,0.826,0.485,0.826,0.635,0.485,0.826,0.485,0.485,0.485,0.826,0.485,0.485,0.485,0.826,0.826,0.635,0.635,0.485,0.485,0.826,0.485,0.635,0.826,0.826,0.485,0.635,0.826,0.826,0.635,0.485,0.485,0.635,0.635,0.826,0.826,0.485,0.635,0.826,0.485,0.826,0.635,0.485,0.826,0.485,0.485,0.826,0.826,0.826,0.826,0.485,0.635,0.826,0.485,0.635,0.635,0.485,0.635,0.485,0.485,0.635,0.826,0.485,0.826,0.485,0.826,0.826,0.635,0.485,0.485
1388,0.582,0.582,0.558,0.558,0.046,0.185,0.185,0.185,0.185,0.185,0.092,0.092,0.754,0.388,0.388,0.19,0.19,0.19,0.051,0.069,0.069,0.069,0.0,0.0,0.026,0.026,0.026,0.0,0.0,0.19,0.19,0.19,0.027,0.027,0.19,0.05,0.05,0.053,0.053,0.064,0.039,0.039,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.102,0.364,0.266,0.332,0.078,0.089,0.389,0.364,0.374,0.085,0.093,0.084,0.106,0.039,0.179,0.016,0.463,0.816,0.463,0.463,0.816,0.618,0.463,0.463,0.816,0.463,0.816,0.463,0.618,0.816,0.463,0.816,0.618,0.618,0.618,0.816,0.816,0.618,0.816,0.816,0.463,0.463,0.816,0.463,0.816,0.463,0.463,0.618,0.618,0.618,0.618,0.618,0.816,0.816,0.463,0.463,0.816,0.463,0.463,0.618,0.463,0.816,0.463,0.463,0.816,0.816,0.463,0.816,0.618,0.463,0.816,0.463,0.463,0.463,0.816,0.463,0.463,0.463,0.816,0.816,0.618,0.618,0.463,0.463,0.816,0.463,0.618,0.816,0.816,0.463,0.618,0.816,0.816,0.618,0.463,0.463,0.618,0.618,0.816,0.816,0.463,0.618,0.816,0.463,0.816,0.618,0.463,0.816,0.463,0.463,0.816,0.816,0.816,0.816,0.463,0.618,0.816,0.463,0.618,0.618,0.463,0.618,0.463,0.463,0.618,0.816,0.463,0.816,0.463,0.816,0.816,0.618,0.463,0.463
1389,0.582,0.582,0.558,0.558,0.046,0.185,0.185,0.185,0.185,0.185,0.092,0.092,0.754,0.388,0.388,0.204,0.204,0.204,0.051,0.071,0.071,0.071,0.0,0.0,0.028,0.028,0.028,0.0,0.0,0.204,0.204,0.204,0.027,0.027,0.204,0.05,0.05,0.053,0.053,0.064,0.039,0.039,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.111,0.395,0.303,0.31,0.089,0.092,0.365,0.348,0.352,0.084,0.11,0.096,0.1,0.049,0.163,0.029,0.432,0.8,0.432,0.432,0.8,0.59,0.432,0.432,0.8,0.432,0.8,0.432,0.59,0.8,0.432,0.8,0.59,0.59,0.59,0.8,0.8,0.59,0.8,0.8,0.432,0.432,0.8,0.432,0.8,0.432,0.432,0.59,0.59,0.59,0.59,0.59,0.8,0.8,0.432,0.432,0.8,0.432,0.432,0.59,0.432,0.8,0.432,0.432,0.8,0.8,0.432,0.8,0.59,0.432,0.8,0.432,0.432,0.432,0.8,0.432,0.432,0.432,0.8,0.8,0.59,0.59,0.432,0.432,0.8,0.432,0.59,0.8,0.8,0.432,0.59,0.8,0.8,0.59,0.432,0.432,0.59,0.59,0.8,0.8,0.432,0.59,0.8,0.432,0.8,0.59,0.432,0.8,0.432,0.432,0.8,0.8,0.8,0.8,0.432,0.59,0.8,0.432,0.59,0.59,0.432,0.59,0.432,0.432,0.59,0.8,0.432,0.8,0.432,0.8,0.8,0.59,0.432,0.432
1390,0.582,0.582,0.558,0.558,0.046,0.185,0.185,0.185,0.185,0.185,0.092,0.092,0.754,0.388,0.388,0.205,0.205,0.205,0.046,0.071,0.071,0.071,0.0,0.0,0.028,0.028,0.028,0.0,0.0,0.205,0.205,0.205,0.027,0.027,0.205,0.05,0.05,0.053,0.053,0.048,0.039,0.039,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.116,0.423,0.337,0.296,0.102,0.092,0.351,0.34,0.338,0.081,0.135,0.114,0.095,0.062,0.15,0.048,0.402,0.775,0.402,0.402,0.775,0.547,0.402,0.402,0.775,0.402,0.775,0.402,0.547,0.775,0.402,0.775,0.547,0.547,0.547,0.775,0.775,0.547,0.775,0.775,0.402,0.402,0.775,0.402,0.775,0.402,0.402,0.547,0.547,0.547,0.547,0.547,0.775,0.775,0.402,0.402,0.775,0.402,0.402,0.547,0.402,0.775,0.402,0.402,0.775,0.775,0.402,0.775,0.547,0.402,0.775,0.402,0.402,0.402,0.775,0.402,0.402,0.402,0.775,0.775,0.547,0.547,0.402,0.402,0.775,0.402,0.547,0.775,0.775,0.402,0.547,0.775,0.775,0.547,0.402,0.402,0.547,0.547,0.775,0.775,0.402,0.547,0.775,0.402,0.775,0.547,0.402,0.775,0.402,0.402,0.775,0.775,0.775,0.775,0.402,0.547,0.775,0.402,0.547,0.547,0.402,0.547,0.402,0.402,0.547,0.775,0.402,0.775,0.402,0.775,0.775,0.547,0.402,0.402
1391,0.582,0.582,0.558,0.558,0.046,0.185,0.185,0.185,0.185,0.185,0.092,0.092,0.754,0.388,0.388,0.203,0.203,0.203,0.049,0.079,0.079,0.079,0.0,0.0,0.028,0.028,0.028,0.0,0.0,0.203,0.203,0.203,0.033,0.033,0.203,0.05,0.05,0.053,0.053,0.035,0.039,0.039,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.119,0.462,0.38,0.3,0.115,0.088,0.358,0.348,0.345,0.076,0.162,0.134,0.09,0.083,0.131,0.07,0.382,0.743,0.382,0.382,0.743,0.509,0.382,0.382,0.743,0.382,0.743,0.382,0.509,0.743,0.382,0.743,0.509,0.509,0.509,0.743,0.743,0.509,0.743,0.743,0.382,0.382,0.743,0.382,0.743,0.382,0.382,0.509,0.509,0.509,0.509,0.509,0.743,0.743,0.382,0.382,0.743,0.382,0.382,0.509,0.382,0.743,0.382,0.382,0.743,0.743,0.382,0.743,0.509,0.382,0.743,0.382,0.382,0.382,0.743,0.382,0.382,0.382,0.743,0.743,0.509,0.509,0.382,0.382,0.743,0.382,0.509,0.743,0.743,0.382,0.509,0.743,0.743,0.509,0.382,0.382,0.509,0.509,0.743,0.743,0.382,0.509,0.743,0.382,0.743,0.509,0.382,0.743,0.382,0.382,0.743,0.743,0.743,0.743,0.382,0.509,0.743,0.382,0.509,0.509,0.382,0.509,0.382,0.382,0.509,0.743,0.382,0.743,0.382,0.743,0.743,0.509,0.382,0.382
1392,0.582,0.582,0.558,0.558,0.046,0.185,0.185,0.185,0.185,0.185,0.092,0.092,0.754,0.388,0.388,0.204,0.204,0.204,0.046,0.08,0.08,0.08,0.0,0.0,0.028,0.028,0.028,0.0,0.0,0.204,0.204,0.204,0.037,0.037,0.204,0.05,0.05,0.053,0.053,0.024,0.04,0.04,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.118,0.51,0.431,0.311,0.127,0.085,0.372,0.36,0.358,0.07,0.189,0.151,0.081,0.109,0.104,0.093,0.387,0.688,0.387,0.387,0.688,0.486,0.387,0.387,0.688,0.387,0.688,0.387,0.486,0.688,0.387,0.688,0.486,0.486,0.486,0.688,0.688,0.486,0.688,0.688,0.387,0.387,0.688,0.387,0.688,0.387,0.387,0.486,0.486,0.486,0.486,0.486,0.688,0.688,0.387,0.387,0.688,0.387,0.387,0.486,0.387,0.688,0.387,0.387,0.688,0.688,0.387,0.688,0.486,0.387,0.688,0.387,0.387,0.387,0.688,0.387,0.387,0.387,0.688,0.688,0.486,0.486,0.387,0.387,0.688,0.387,0.486,0.688,0.688,0.387,0.486,0.688,0.688,0.486,0.387,0.387,0.486,0.486,0.688,0.688,0.387,0.486,0.688,0.387,0.688,0.486,0.387,0.688,0.387,0.387,0.688,0.688,0.688,0.688,0.387,0.486,0.688,0.387,0.486,0.486,0.387,0.486,0.387,0.387,0.486,0.688,0.387,0.688,0.387,0.688,0.688,0.486,0.387,0.387
1393,0.582,0.582,0.558,0.558,0.046,0.185,0.185,0.185,0.185,0.185,0.092,0.092,0.754,0.388,0.388,0.206,0.206,0.206,0.051,0.079,0.079,0.079,0.0,0.0,0.028,0.028,0.028,0.0,0.0,0.206,0.206,0.206,0.037,0.037,0.206,0.05,0.05,0.053,0.053,0.009,0.04,0.04,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.116,0.552,0.479,0.306,0.135,0.081,0.369,0.359,0.357,0.063,0.205,0.164,0.072,0.136,0.077,0.112,0.335,0.57,0.335,0.335,0.57,0.438,0.335,0.335,0.57,0.335,0.57,0.335,0.438,0.57,0.335,0.57,0.438,0.438,0.438,0.57,0.57,0.438,0.57,0.57,0.335,0.335,0.57,0.335,0.57,0.335,0.335,0.438,0.438,0.438,0.438,0.438,0.57,0.57,0.335,0.335,0.57,0.335,0.335,0.438,0.335,0.57,0.335,0.335,0.57,0.57,0.335,0.57,0.438,0.335,0.57,0.335,0.335,0.335,0.57,0.335,0.335,0.335,0.57,0.57,0.438,0.438,0.335,0.335,0.57,0.335,0.438,0.57,0.57,0.335,0.438,0.57,0.57,0.438,0.335,0.335,0.438,0.438,0.57,0.57,0.335,0.438,0.57,0.335,0.57,0.438,0.335,0.57,0.335,0.335,0.57,0.57,0.57,0.57,0.335,0.438,0.57,0.335,0.438,0.438,0.335,0.438,0.335,0.335,0.438,0.57,0.335,0.57,0.335,0.57,0.57,0.438,0.335,0.335
1394,0.582,0.582,0.558,0.558,0.046,0.185,0.185,0.185,0.185,0.185,0.092,0.092,0.754,0.388,0.388,0.207,0.207,0.207,0.052,0.056,0.056,0.056,0.0,0.0,0.028,0.028,0.028,0.0,0.0,0.207,0.207,0.207,0.034,0.034,0.207,0.05,0.05,0.053,0.053,0.001,0.041,0.041,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.116,0.59,0.526,0.28,0.137,0.072,0.34,0.337,0.332,0.054,0.211,0.175,0.065,0.163,0.056,0.133,0.319,0.56,0.319,0.319,0.56,0.413,0.319,0.319,0.56,0.319,0.56,0.319,0.413,0.56,0.319,0.56,0.413,0.413,0.413,0.56,0.56,0.413,0.56,0.56,0.319,0.319,0.56,0.319,0.56,0.319,0.319,0.413,0.413,0.413,0.413,0.413,0.56,0.56,0.319,0.319,0.56,0.319,0.319,0.413,0.319,0.56,0.319,0.319,0.56,0.56,0.319,0.56,0.413,0.319,0.56,0.319,0.319,0.319,0.56,0.319,0.319,0.319,0.56,0.56,0.413,0.413,0.319,0.319,0.56,0.319,0.413,0.56,0.56,0.319,0.413,0.56,0.56,0.413,0.319,0.319,0.413,0.413,0.56,0.56,0.319,0.413,0.56,0.319,0.56,0.413,0.319,0.56,0.319,0.319,0.56,0.56,0.56,0.56,0.319,0.413,0.56,0.319,0.413,0.413,0.319,0.413,0.319,0.319,0.413,0.56,0.319,0.56,0.319,0.56,0.56,0.413,0.319,0.319
1395,0.582,0.582,0.558,0.558,0.046,0.185,0.185,0.185,0.185,0.185,0.092,0.092,0.754,0.388,0.388,0.209,0.209,0.209,0.053,0.054,0.054,0.054,0.0,0.0,0.028,0.028,0.028,0.0,0.0,0.209,0.209,0.209,0.034,0.034,0.209,0.05,0.05,0.053,0.053,0.002,0.04,0.04,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.108,0.623,0.571,0.244,0.131,0.059,0.295,0.298,0.291,0.039,0.211,0.178,0.062,0.189,0.038,0.163,0.311,0.555,0.311,0.311,0.555,0.397,0.311,0.311,0.555,0.311,0.555,0.311,0.397,0.555,0.311,0.555,0.397,0.397,0.397,0.555,0.555,0.397,0.555,0.555,0.311,0.311,0.555,0.311,0.555,0.311,0.311,0.397,0.397,0.397,0.397,0.397,0.555,0.555,0.311,0.311,0.555,0.311,0.311,0.397,0.311,0.555,0.311,0.311,0.555,0.555,0.311,0.555,0.397,0.311,0.555,0.311,0.311,0.311,0.555,0.311,0.311,0.311,0.555,0.555,0.397,0.397,0.311,0.311,0.555,0.311,0.397,0.555,0.555,0.311,0.397,0.555,0.555,0.397,0.311,0.311,0.397,0.397,0.555,0.555,0.311,0.397,0.555,0.311,0.555,0.397,0.311,0.555,0.311,0.311,0.555,0.555,0.555,0.555,0.311,0.397,0.555,0.311,0.397,0.397,0.311,0.397,0.311,0.311,0.397,0.555,0.311,0.555,0.311,0.555,0.555,0.397,0.311,0.311
1396,0.582,0.582,0.558,0.558,0.046,0.185,0.185,0.185,0.185,0.185,0.092,0.092,0.754,0.388,0.388,0.205,0.205,0.205,0.052,0.054,0.054,0.054,0.0,0.0,0.028,0.028,0.028,0.0,0.0,0.205,0.205,0.205,0.028,0.028,0.205,0.05,0.05,0.053,0.053,0.001,0.04,0.04,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.09,0.65,0.611,0.213,0.122,0.047,0.257,0.26,0.252,0.026,0.206,0.173,0.059,0.21,0.02,0.194,0.31,0.559,0.31,0.31,0.559,0.387,0.31,0.31,0.559,0.31,0.559,0.31,0.387,0.559,0.31,0.559,0.387,0.387,0.387,0.559,0.559,0.387,0.559,0.559,0.31,0.31,0.559,0.31,0.559,0.31,0.31,0.387,0.387,0.387,0.387,0.387,0.559,0.559,0.31,0.31,0.559,0.31,0.31,0.387,0.31,0.559,0.31,0.31,0.559,0.559,0.31,0.559,0.387,0.31,0.559,0.31,0.31,0.31,0.559,0.31,0.31,0.31,0.559,0.559,0.387,0.387,0.31,0.31,0.559,0.31,0.387,0.559,0.559,0.31,0.387,0.559,0.559,0.387,0.31,0.31,0.387,0.387,0.559,0.559,0.31,0.387,0.559,0.31,0.559,0.387,0.31,0.559,0.31,0.31,0.559,0.559,0.559,0.559,0.31,0.387,0.559,0.31,0.387,0.387,0.31,0.387,0.31,0.31,0.387,0.559,0.31,0.559,0.31,0.559,0.559,0.387,0.31,0.31
